Trade#,Date,Time_ET,League,Matchup,Away,Away_Score,Home,Home_Score,Actual_Total,Market_Total,Market_Spread,Favorite,Underdog,UD_Score,Pick_Direction,Tier,Ensemble_Score,Win_Prob,Base_Line,Scaled_OVER,Scaled_UNDER,Zone_Width,Primary_Bet,Primary_Line,Primary_Result,Hedge_Bet,Hedge_Line,Hedge_Result,Execution_Rule
795,2026-02-03,7:30 PM,NBA,LAL@BKN,LAL,125,BKN,109,234,223.0,+7.5,BKN,LAL,125,UNDER,A,-47.06,5.5,107.8,95.6,119.9,24.2,UNDER,119.9,MISS,OVER,95.6,HIT,Rule1_UpsetClause
796,2026-02-03,7:30 PM,NBA,NYK@WAS,NYK,132,WAS,101,233,228.0,+13.0,NYK,WAS,101,UNDER,A,-38.59,0.9,107.5,90.2,124.8,34.7,UNDER,124.8,HIT,OVER,90.2,HIT,Rule2_StructuralOutlier
797,2026-02-03,7:30 PM,NBA,ORL@OKC,ORL,92,OKC,128,220,222.5,+12.0,OKC,ORL,92,UNDER,A,-26.20,1.2,105.2,88.8,121.7,32.8,UNDER,121.7,HIT,OVER,88.8,HIT,Rule1_UpsetClause
798,2026-02-03,7:30 PM,NBA,PHI@GSW,PHI,113,GSW,94,207,222.5,+4.5,GSW,PHI,113,OVER,B,+25.68,13.0,109.0,97.5,120.5,23.0,OVER,97.5,HIT,UNDER,120.5,HIT,Rule1_UpsetClause
799,2026-02-03,7:30 PM,NBA,PHX@POR,PHX,130,POR,125,255,219.0,+2.5,POR,PHX,130,UNDER,C,-14.41,20.7,108.2,93.6,122.9,29.2,UNDER,122.9,MISS,OVER,93.6,HIT,Rule4_UnderExecution
800,2026-02-03,7:30 PM,NBA,UTA@IND,UTA,131,IND,122,253,232.5,+2.5,UTA,IND,122,UNDER,C,-2.10,20.7,115.0,100.4,129.6,29.2,UNDER,129.6,HIT,OVER,100.4,HIT,Rule4_UnderExecution
801,2026-02-04,7:30 PM,NBA,BOS@HOU,BOS,114,HOU,93,207,210.5,+8.0,HOU,BOS,114,UNDER,A,-97.09,4.7,101.2,88.7,113.8,25.2,UNDER,113.8,MISS,OVER,88.7,HIT,Rule1_UpsetClause
802,2026-02-04,7:30 PM,NBA,CLE@LAC,CLE,124,LAC,91,215,221.0,+2.5,LAC,CLE,124,OVER,C,+7.87,20.7,109.2,94.6,123.9,29.2,OVER,94.6,HIT,UNDER,123.9,MISS,Rule3_OverExecution
803,2026-02-04,7:30 PM,NBA,DEN@NYK,DEN,127,NYK,134,261,228.0,+4.5,NYK,DEN,127,UNDER,B,-5.90,13.0,111.8,100.2,123.2,23.0,UNDER,123.2,MISS,OVER,100.2,HIT,Rule1_UpsetClause
804,2026-02-04,7:30 PM,NBA,MEM@SAC,MEM,129,SAC,125,254,236.0,+3.0,SAC,MEM,129,UNDER,C,-55.45,18.6,116.5,101.3,131.7,30.3,UNDER,131.7,HIT,OVER,101.3,HIT,Rule4_UnderExecution
805,2026-02-04,7:30 PM,NBA,MIN@TOR,MIN,128,TOR,126,254,228.5,+2.0,MIN,TOR,126,UNDER,C,-23.31,22.8,113.2,99.2,127.3,28.2,UNDER,127.3,HIT,OVER,99.2,HIT,Rule4_UnderExecution
806,2026-02-04,7:30 PM,NBA,NOP@MIL,NOP,137,MIL,141,278,223.5,+4.5,MIL,NOP,137,UNDER,B,-73.26,13.0,109.5,98.0,121.0,23.0,UNDER,121.0,MISS,OVER,98.0,HIT,Rule1_UpsetClause
807,2026-02-04,7:30 PM,NBA,OKC@SAS,OKC,106,SAS,116,222,221.0,+10.0,SAS,OKC,106,UNDER,A,-6.51,2.4,105.5,91.0,120.0,29.0,UNDER,120.0,HIT,OVER,91.0,HIT,Rule1_UpsetClause
808,2026-02-05,7:30 PM,NBA,BKN@ORL,BKN,98,ORL,118,216,215.0,+9.5,ORL,BKN,98,UNDER,A,-14.35,2.9,102.8,88.7,116.8,28.1,UNDER,116.8,HIT,OVER,88.7,HIT,Rule1_UpsetClause
809,2026-02-05,7:30 PM,NBA,CHA@HOU,CHA,109,HOU,99,208,218.5,+4.5,HOU,CHA,109,UNDER,B,-76.84,13.0,107.0,95.5,118.5,23.0,UNDER,118.5,HIT,OVER,95.5,HIT,Rule1_UpsetClause
810,2026-02-05,7:30 PM,NBA,CHI@TOR,CHI,107,TOR,123,230,227.0,+7.5,TOR,CHI,107,UNDER,A,-26.17,5.5,109.8,97.6,121.9,24.2,UNDER,121.9,HIT,OVER,97.6,HIT,Rule1_UpsetClause
811,2026-02-05,7:30 PM,NBA,GSW@PHX,GSW,101,PHX,97,198,213.0,+5.5,PHX,GSW,101,UNDER,A,-8.86,9.9,103.8,93.5,114.0,20.4,UNDER,114.0,HIT,OVER,93.5,HIT,Rule1_UpsetClause
812,2026-02-05,7:30 PM,NBA,PHI@LAL,PHI,115,LAL,119,234,236.0,+2.5,LAL,PHI,115,OVER,C,+29.35,20.7,116.8,102.1,131.4,29.2,OVER,102.1,HIT,UNDER,131.4,HIT,Rule3_OverExecution
813,2026-02-05,7:30 PM,NBA,SAS@DAL,SAS,135,DAL,123,258,230.0,+7.5,DAL,SAS,135,UNDER,A,-58.88,5.5,111.2,99.1,123.4,24.2,UNDER,123.4,MISS,OVER,99.1,HIT,Rule1_UpsetClause
814,2026-02-05,7:30 PM,NBA,UTA@ATL,UTA,119,ATL,121,240,245.5,+8.5,ATL,UTA,119,OVER,A,+2.00,4.0,118.5,105.4,131.6,26.1,OVER,105.4,HIT,UNDER,131.6,HIT,Rule1_UpsetClause
815,2026-02-05,7:30 PM,NBA,WAS@DET,WAS,126,DET,117,243,228.0,+17.0,DET,WAS,126,UNDER,A,-4.89,0.2,105.5,84.3,126.7,42.3,UNDER,126.7,HIT,OVER,84.3,HIT,Rule2_StructuralOutlier
816,2026-02-06,7:30 PM,NBA,IND@MIL,IND,99,MIL,105,204,224.0,+1.5,MIL,IND,99,OVER,C,+29.39,25.0,111.2,97.7,124.8,27.2,OVER,97.7,HIT,UNDER,124.8,HIT,Rule3_OverExecution
817,2026-02-06,7:30 PM,NBA,LAC@SAC,LAC,114,SAC,111,225,222.5,+3.0,SAC,LAC,114,UNDER,C,-24.96,18.6,109.8,94.6,124.9,30.3,UNDER,124.9,HIT,OVER,94.6,HIT,Rule4_UnderExecution
818,2026-02-06,7:30 PM,NBA,MEM@POR,MEM,115,POR,135,250,235.5,+9.0,POR,MEM,115,OVER,A,+27.41,3.4,113.2,99.7,126.8,27.1,OVER,99.7,HIT,UNDER,126.8,HIT,Rule1_UpsetClause
819,2026-02-06,7:30 PM,NBA,MIA@BOS,MIA,96,BOS,98,194,227.5,+5.5,BOS,MIA,96,UNDER,A,-24.09,9.9,111.0,100.8,121.2,20.4,UNDER,121.2,HIT,OVER,100.8,MISS,Rule1_UpsetClause
820,2026-02-06,7:30 PM,NBA,NOP@MIN,NOP,119,MIN,115,234,237.0,+8.5,MIN,NOP,119,OVER,A,+5.98,4.0,114.2,101.2,127.3,26.2,OVER,101.2,HIT,UNDER,127.3,HIT,Rule1_UpsetClause
821,2026-02-06,7:30 PM,NBA,NYK@DET,NYK,80,DET,118,198,219.5,+5.5,DET,NYK,80,OVER,A,+32.99,9.9,107.0,96.8,117.2,20.4,OVER,96.8,MISS,UNDER,117.2,HIT,Rule1_UpsetClause
822,2026-02-07,7:00 PM,NBA,CHA@ATL,CHA,126,ATL,119,245,232.5,+1.0,ATL,CHA,126,UNDER,C,-44.11,27.2,115.8,102.7,128.8,26.1,UNDER,128.8,HIT,OVER,102.7,HIT,Rule4_UnderExecution
823,2026-02-07,7:00 PM,NBA,CLE@SAC,CLE,132,SAC,126,258,229.5,-12.5,CLE,SAC,126,UNDER,A,-40.81,49.6,108.5,91.6,125.4,33.8,UNDER,125.4,MISS,OVER,91.6,HIT,Rule2_StructuralOutlier
824,2026-02-07,7:00 PM,NBA,DAL@SAS,DAL,125,SAS,138,263,234.5,+11.0,SAS,DAL,125,UNDER,A,-27.69,1.7,111.8,96.3,127.2,30.9,UNDER,127.2,HIT,OVER,96.3,HIT,Rule1_UpsetClause
825,2026-02-07,7:00 PM,NBA,DEN@CHI,DEN,136,CHI,120,256,235.0,+9.0,CHI,DEN,136,OVER,A,+45.16,3.4,113.0,99.5,126.5,27.1,OVER,99.5,HIT,UNDER,126.5,MISS,Rule1_UpsetClause
826,2026-02-07,7:00 PM,NBA,GSW@LAL,GSW,99,LAL,105,204,220.0,+2.0,LAL,GSW,99,OVER,C,+2.59,22.8,109.0,94.9,123.1,28.2,OVER,94.9,HIT,UNDER,123.1,HIT,Rule3_OverExecution
827,2026-02-07,7:00 PM,NBA,HOU@OKC,HOU,112,OKC,106,218,214.0,+4.0,OKC,HOU,112,UNDER,B,-43.65,14.7,105.0,94.0,116.0,22.0,UNDER,116.0,HIT,OVER,94.0,HIT,Rule1_UpsetClause
828,2026-02-07,7:00 PM,NBA,MEM@POR,MEM,115,POR,122,237,229.0,-9.5,MEM,POR,122,UNDER,A,-7.44,49.0,109.8,95.7,123.8,28.1,UNDER,123.8,HIT,OVER,95.7,HIT,Rule4_UnderExecution
829,2026-02-07,7:00 PM,NBA,PHI@PHX,PHI,109,PHX,103,212,225.0,-2.0,PHI,PHX,103,OVER,C,+21.54,38.6,111.5,97.4,125.6,28.2,OVER,97.4,HIT,UNDER,125.6,HIT,Rule3_OverExecution
830,2026-02-07,7:00 PM,NBA,UTA@ORL,UTA,117,ORL,120,237,234.5,+7.5,ORL,UTA,117,OVER,A,+33.15,5.5,113.5,101.4,125.6,24.2,OVER,101.4,HIT,UNDER,125.6,HIT,Rule1_UpsetClause
831,2026-02-07,7:00 PM,NBA,WAS@BKN,WAS,113,BKN,127,240,216.5,+8.0,BKN,WAS,113,UNDER,A,-6.89,4.7,104.2,91.7,116.8,25.2,UNDER,116.8,HIT,OVER,91.7,HIT,Rule1_UpsetClause
832,2026-02-08,7:00 PM,NBA,IND@TOR,IND,104,TOR,122,226,226.5,+8.5,TOR,IND,104,OVER,A,+2.18,4.0,109.0,95.9,122.1,26.2,OVER,95.9,HIT,UNDER,122.1,HIT,Rule1_UpsetClause
833,2026-02-08,7:00 PM,NBA,LAC@MIN,LAC,115,MIN,96,211,222.0,+8.5,MIN,LAC,115,OVER,A,+59.58,4.0,106.8,93.7,119.8,26.2,OVER,93.7,HIT,UNDER,119.8,HIT,Rule1_UpsetClause
834,2026-02-08,7:00 PM,NBA,MIA@WAS,MIA,132,WAS,101,233,236.0,+13.5,MIA,WAS,101,OVER,A,+1.25,0.7,111.2,93.4,129.1,35.6,OVER,93.4,HIT,UNDER,129.1,HIT,Rule2_StructuralOutlier
835,2026-02-08,7:00 PM,NBA,NYK@BOS,NYK,111,BOS,89,200,213.0,+3.5,BOS,NYK,111,UNDER,B,-56.14,16.6,104.8,94.2,115.2,21.0,UNDER,115.2,HIT,OVER,94.2,HIT,Rule4_UnderExecution
836,2026-02-09,7:30 PM,NBA,ATL@MIN,ATL,116,MIN,138,254,239.0,+9.0,MIN,ATL,116,OVER,A,+50.51,3.4,115.0,101.5,128.6,27.1,OVER,101.5,HIT,UNDER,128.6,HIT,Rule1_UpsetClause
837,2026-02-09,7:30 PM,NBA,CHI@BKN,CHI,115,BKN,123,238,219.0,+3.5,CHI,BKN,123,UNDER,B,-11.15,16.6,107.8,97.2,118.2,21.0,UNDER,118.2,MISS,OVER,97.2,HIT,Rule4_UnderExecution
838,2026-02-09,7:30 PM,NBA,CLE@DEN,CLE,119,DEN,117,236,242.5,+3.0,DEN,CLE,119,OVER,C,+66.98,18.6,119.8,104.6,134.9,30.3,OVER,104.6,HIT,UNDER,134.9,HIT,Rule3_OverExecution
839,2026-02-09,7:30 PM,NBA,DET@CHA,DET,110,CHA,104,214,222.5,+2.5,DET,CHA,104,UNDER,C,-23.06,20.7,110.0,95.4,124.6,29.2,UNDER,124.6,HIT,OVER,95.4,HIT,Rule4_UnderExecution
840,2026-02-09,7:30 PM,NBA,MEM@GSW,MEM,113,GSW,114,227,219.0,+9.0,GSW,MEM,113,OVER,A,+25.73,3.4,105.0,91.5,118.5,27.1,OVER,91.5,HIT,UNDER,118.5,HIT,Rule1_UpsetClause
841,2026-02-09,7:30 PM,NBA,MIL@ORL,MIL,99,ORL,118,217,220.5,+9.5,ORL,MIL,99,OVER,A,+0.54,2.9,105.5,91.5,119.5,28.1,OVER,91.5,HIT,UNDER,119.5,HIT,Rule1_UpsetClause
842,2026-02-09,7:30 PM,NBA,OKC@LAL,OKC,119,LAL,110,229,223.0,+6.5,LAL,OKC,119,OVER,A,+48.56,7.4,108.2,97.1,119.4,22.3,OVER,97.1,HIT,UNDER,119.4,HIT,Rule1_UpsetClause
843,2026-02-09,7:30 PM,NBA,PHI@POR,PHI,118,POR,135,253,231.5,+3.0,POR,PHI,118,OVER,C,+24.17,18.6,114.2,99.1,129.4,30.3,OVER,99.1,HIT,UNDER,129.4,HIT,Rule3_OverExecution
844,2026-02-09,7:30 PM,NBA,SAC@NOP,SAC,94,NOP,120,214,229.0,+9.5,NOP,SAC,94,UNDER,A,-23.48,2.9,109.8,95.7,123.8,28.1,UNDER,123.8,HIT,OVER,95.7,MISS,Rule1_UpsetClause
845,2026-02-09,7:30 PM,NBA,UTA@MIA,UTA,115,MIA,111,226,236.0,+6.0,MIA,UTA,115,UNDER,A,-10.38,8.6,115.0,104.3,125.7,21.4,UNDER,125.7,HIT,OVER,104.3,HIT,Rule1_UpsetClause
846,2026-02-10,7:30 PM,NBA,DAL@PHX,DAL,111,PHX,120,231,230.0,+8.5,PHX,DAL,111,OVER,A,+3.35,4.0,110.8,97.7,123.8,26.2,OVER,97.7,HIT,UNDER,123.8,HIT,Rule1_UpsetClause
847,2026-02-10,7:30 PM,NBA,IND@NYK,IND,137,NYK,134,271,227.0,+11.0,NYK,IND,137,UNDER,A,-8.30,1.7,108.0,92.5,123.5,30.9,UNDER,123.5,MISS,OVER,92.5,HIT,Rule1_UpsetClause
848,2026-02-10,7:30 PM,NBA,LAC@HOU,LAC,95,HOU,102,197,213.5,+9.0,HOU,LAC,95,UNDER,A,-12.25,3.4,102.2,88.7,115.8,27.1,UNDER,115.8,HIT,OVER,88.7,HIT,Rule1_UpsetClause
849,2026-02-10,7:30 PM,NBA,SAS@LAL,SAS,136,LAL,108,244,226.0,+13.5,SAS,LAL,108,UNDER,A,-16.80,0.7,106.2,88.4,124.1,35.7,UNDER,124.1,HIT,OVER,88.4,HIT,Rule2_StructuralOutlier
850,2026-02-11,7:30 PM,NBA,ATL@CHA,ATL,107,CHA,110,217,235.5,+2.0,CHA,ATL,107,UNDER,C,-9.99,22.8,116.8,102.7,130.8,28.2,UNDER,130.8,HIT,OVER,102.7,HIT,Rule4_UnderExecution
851,2026-02-11,7:30 PM,NBA,CHI@BOS,CHI,105,BOS,124,229,227.0,+14.0,BOS,CHI,105,UNDER,A,-48.80,0.6,106.5,88.2,124.8,36.6,UNDER,124.8,HIT,OVER,88.2,HIT,Rule2_StructuralOutlier
852,2026-02-11,7:30 PM,NBA,DET@TOR,DET,113,TOR,95,208,223.5,+1.0,TOR,DET,113,UNDER,C,-2.67,27.2,111.2,98.2,124.3,26.1,UNDER,124.3,HIT,OVER,98.2,HIT,Rule4_UnderExecution
853,2026-02-11,7:30 PM,NBA,IND@BKN,IND,115,BKN,110,225,215.5,+6.5,BKN,IND,115,OVER,A,+32.07,7.4,104.5,93.3,115.7,22.3,OVER,93.3,HIT,UNDER,115.7,HIT,Rule1_UpsetClause
854,2026-02-11,7:30 PM,NBA,LAC@HOU,LAC,105,HOU,102,207,212.5,+8.5,HOU,LAC,105,UNDER,A,-31.29,4.0,102.0,88.9,115.1,26.2,UNDER,115.1,HIT,OVER,88.9,HIT,Rule1_UpsetClause
855,2026-02-11,7:30 PM,NBA,MEM@DEN,MEM,116,DEN,122,238,239.5,+14.0,DEN,MEM,116,OVER,A,+79.84,0.6,112.8,94.5,131.1,36.6,OVER,94.5,HIT,UNDER,131.1,HIT,Rule2_StructuralOutlier
856,2026-02-11,7:30 PM,NBA,MIA@NOP,MIA,123,NOP,111,234,233.5,+2.0,NOP,MIA,123,UNDER,C,-39.00,22.8,115.8,101.7,129.8,28.2,UNDER,129.8,HIT,OVER,101.7,HIT,Rule4_UnderExecution
857,2026-02-11,7:30 PM,NBA,MIL@ORL,MIL,116,ORL,108,224,220.0,+11.0,ORL,MIL,116,UNDER,A,-4.20,1.7,104.5,89.0,120.0,30.9,UNDER,120.0,HIT,OVER,89.0,HIT,Rule1_UpsetClause
858,2026-02-11,7:30 PM,NBA,NYK@PHI,NYK,138,PHI,89,227,225.0,+2.5,NYK,PHI,89,OVER,C,+16.33,20.7,111.2,96.6,125.9,29.2,OVER,96.6,MISS,UNDER,125.9,HIT,Rule3_OverExecution
859,2026-02-11,7:30 PM,NBA,POR@MIN,POR,109,MIN,133,242,238.0,+7.5,MIN,POR,109,OVER,A,+32.77,5.5,115.2,103.1,127.4,24.2,OVER,103.1,HIT,UNDER,127.4,HIT,Rule1_UpsetClause
860,2026-02-11,7:30 PM,NBA,WAS@CLE,WAS,113,CLE,138,251,239.0,+17.5,CLE,WAS,113,OVER,A,+14.45,0.2,110.8,89.1,132.4,43.2,OVER,89.1,HIT,UNDER,132.4,HIT,Rule2_StructuralOutlier
861,2026-02-12,7:30 PM,NBA,DAL@LAL,DAL,104,LAL,124,228,237.0,+6.0,LAL,DAL,104,OVER,A,+24.01,8.6,115.5,104.8,126.2,21.4,OVER,104.8,MISS,UNDER,126.2,HIT,Rule1_UpsetClause
862,2026-02-12,7:30 PM,NBA,MIL@OKC,MIL,110,OKC,93,203,214.5,+13.5,OKC,MIL,110,UNDER,A,-23.60,0.7,100.5,82.7,118.3,35.7,UNDER,118.3,HIT,OVER,82.7,HIT,Rule2_StructuralOutlier
863,2026-02-12,7:30 PM,NBA,POR@UTA,POR,135,UTA,119,254,236.5,+6.0,POR,UTA,119,OVER,A,+51.78,8.6,115.2,104.5,126.0,21.4,OVER,104.5,HIT,UNDER,126.0,HIT,Rule1_UpsetClause
864,2026-02-13,7:30 PM,NBA,ATL@PHI,ATL,117,PHI,107,224,241.5,+1.0,ATL,PHI,107,UNDER,C,-5.60,27.2,120.2,107.2,133.3,26.1,UNDER,133.3,HIT,OVER,107.2,MISS,Rule4_UnderExecution
865,2026-02-13,7:30 PM,NBA,BKN@CLE,BKN,84,CLE,112,196,229.5,+16.0,CLE,BKN,84,OVER,A,+11.01,0.3,106.8,86.5,127.0,40.4,OVER,86.5,MISS,UNDER,127.0,HIT,Rule2_StructuralOutlier
866,2026-02-13,7:30 PM,NBA,BOS@GSW,BOS,121,GSW,110,231,211.5,+5.5,BOS,GSW,110,UNDER,A,-62.63,9.9,103.0,92.8,113.2,20.4,UNDER,113.2,HIT,OVER,92.8,HIT,Rule1_UpsetClause
867,2026-02-13,7:30 PM,NBA,DEN@LAC,DEN,114,LAC,115,229,226.5,+4.5,LAC,DEN,114,OVER,B,+27.73,13.0,111.0,99.5,122.5,23.0,OVER,99.5,HIT,UNDER,122.5,HIT,Rule1_UpsetClause
868,2026-02-13,7:30 PM,NBA,DET@NYK,DET,126,NYK,111,237,218.5,+4.0,DET,NYK,111,OVER,B,+6.02,14.7,107.2,96.2,118.2,22.0,OVER,96.2,HIT,UNDER,118.2,HIT,Rule1_UpsetClause
869,2026-02-13,7:30 PM,NBA,HOU@CHA,HOU,105,CHA,101,206,218.0,+5.0,HOU,CHA,101,UNDER,B,-81.44,11.4,106.5,94.5,118.5,24.0,UNDER,118.5,HIT,OVER,94.5,HIT,Rule1_UpsetClause
870,2026-02-13,7:30 PM,NBA,IND@WAS,IND,105,WAS,112,217,233.5,+2.0,WAS,IND,105,OVER,C,+33.39,22.8,115.8,101.7,129.8,28.2,OVER,101.7,HIT,UNDER,129.8,HIT,Rule3_OverExecution
871,2026-02-13,7:30 PM,NBA,ORL@SAC,ORL,131,SAC,94,225,226.5,+8.0,ORL,SAC,94,UNDER,A,-4.19,4.7,109.2,96.7,121.8,25.2,UNDER,121.8,HIT,OVER,96.7,MISS,Rule1_UpsetClause
872,2026-02-13,7:30 PM,NBA,PHX@SAS,PHX,94,SAS,121,215,229.5,+8.0,SAS,PHX,94,OVER,A,+17.10,4.7,110.8,98.2,123.3,25.2,OVER,98.2,MISS,UNDER,123.3,HIT,Rule1_UpsetClause
873,2026-02-13,7:30 PM,NBA,TOR@CHI,TOR,110,CHI,101,211,234.5,+6.0,TOR,CHI,101,UNDER,A,-0.15,8.6,114.2,103.5,125.0,21.4,UNDER,125.0,HIT,OVER,103.5,MISS,Rule1_UpsetClause
874,2026-02-14,7:00 PM,NBA,ATL@PHI,ATL,117,PHI,107,224,241.5,+1.0,PHI,ATL,117,UNDER,C,-1.94,27.2,120.2,107.2,133.3,26.1,UNDER,133.3,HIT,OVER,107.2,HIT,Rule4_UnderExecution
875,2026-02-14,7:00 PM,NBA,BKN@CLE,BKN,84,CLE,112,196,229.5,+16.0,CLE,BKN,84,UNDER,A,-37.57,0.3,106.8,86.5,127.0,40.4,UNDER,127.0,HIT,OVER,86.5,MISS,Rule2_StructuralOutlier
876,2026-02-14,7:00 PM,NBA,BOS@GSW,BOS,121,GSW,110,231,211.5,+5.5,GSW,BOS,121,UNDER,A,-42.65,9.9,103.0,92.8,113.2,20.4,UNDER,113.2,MISS,OVER,92.8,HIT,Rule1_UpsetClause
877,2026-02-14,7:00 PM,NBA,DEN@LAC,DEN,114,LAC,115,229,226.5,-4.5,DEN,LAC,115,OVER,B,+37.90,44.5,111.0,99.5,122.5,23.0,OVER,99.5,HIT,UNDER,122.5,HIT,Rule3_OverExecution
878,2026-02-14,7:00 PM,NBA,DET@NYK,DET,126,NYK,111,237,218.5,-4.0,DET,NYK,111,OVER,B,+15.39,43.6,107.2,96.2,118.2,22.0,OVER,96.2,HIT,UNDER,118.2,HIT,Rule3_OverExecution
879,2026-02-14,7:00 PM,NBA,HOU@CHA,HOU,105,CHA,101,206,218.0,+5.0,HOU,CHA,101,UNDER,B,-85.18,11.4,106.5,94.5,118.5,24.0,UNDER,118.5,HIT,OVER,94.5,HIT,Rule1_UpsetClause
880,2026-02-14,7:00 PM,NBA,IND@WAS,IND,105,WAS,112,217,233.5,+2.0,WAS,IND,105,OVER,C,+4.75,22.8,115.8,101.7,129.8,28.2,OVER,101.7,HIT,UNDER,129.8,HIT,Rule3_OverExecution
881,2026-02-14,7:00 PM,NBA,ORL@SAC,ORL,131,SAC,94,225,226.5,+8.0,SAC,ORL,131,UNDER,A,-23.13,4.7,109.2,96.7,121.8,25.2,UNDER,121.8,MISS,OVER,96.7,HIT,Rule1_UpsetClause
882,2026-02-14,7:00 PM,NBA,PHX@SAS,PHX,94,SAS,121,215,229.5,+8.0,SAS,PHX,94,UNDER,A,-4.12,4.7,110.8,98.2,123.3,25.2,UNDER,123.3,HIT,OVER,98.2,MISS,Rule1_UpsetClause
883,2026-02-14,7:00 PM,NBA,TOR@CHI,TOR,110,CHI,101,211,234.5,+6.0,CHI,TOR,110,UNDER,A,-28.18,8.6,114.2,103.5,125.0,21.4,UNDER,125.0,HIT,OVER,103.5,HIT,Rule1_UpsetClause
884,2026-02-15,7:00 PM,NBA,ATL@PHI,ATL,117,PHI,107,224,241.5,+1.0,PHI,ATL,117,UNDER,C,-21.31,27.2,120.2,107.2,133.3,26.1,UNDER,133.3,HIT,OVER,107.2,HIT,Rule4_UnderExecution
885,2026-02-15,7:00 PM,NBA,BK@CLE,BK,84,CLE,112,196,229.5,+16.0,CLE,BK,84,UNDER,A,-23.62,0.3,106.8,86.5,127.0,40.4,UNDER,127.0,HIT,OVER,86.5,MISS,Rule2_StructuralOutlier
886,2026-02-15,7:00 PM,NBA,HOU@CHA,HOU,105,CHA,101,206,218.0,+5.0,HOU,CHA,101,UNDER,B,-92.15,11.4,106.5,94.5,118.5,24.0,UNDER,118.5,HIT,OVER,94.5,HIT,Rule1_UpsetClause
887,2026-02-15,7:00 PM,NBA,IND@WAS,IND,105,WAS,112,217,233.5,+2.0,IND,WAS,112,OVER,C,+23.67,22.8,115.8,101.7,129.8,28.2,OVER,101.7,HIT,UNDER,129.8,HIT,Rule3_OverExecution
888,2026-02-20,7:30 PM,NBA,BKN@OKC,BKN,86,OKC,105,191,216.0,+17.0,OKC,BKN,86,UNDER,A,-68.18,0.2,99.5,78.3,120.7,42.3,UNDER,120.7,HIT,OVER,78.3,HIT,Rule2_StructuralOutlier
889,2026-02-20,7:30 PM,NBA,CLE@CHA,CLE,118,CHA,113,231,229.0,+6.0,CLE,CHA,113,UNDER,A,-81.51,8.6,111.5,100.8,122.2,21.4,UNDER,122.2,HIT,OVER,100.8,HIT,Rule1_UpsetClause
890,2026-02-20,7:30 PM,NBA,DAL@MIN,DAL,111,MIN,122,233,239.5,+14.0,MIN,DAL,111,OVER,A,+35.36,0.6,112.8,94.5,131.1,36.6,OVER,94.5,HIT,UNDER,131.1,HIT,Rule2_StructuralOutlier
891,2026-02-20,7:30 PM,NBA,DEN@POR,DEN,157,POR,103,260,241.5,+1.5,POR,DEN,157,OVER,C,+71.51,25.0,120.0,106.4,133.6,27.1,OVER,106.4,HIT,UNDER,133.6,MISS,Rule3_OverExecution
892,2026-02-20,7:30 PM,NBA,IND@WAS,IND,118,WAS,131,249,230.0,+1.5,WAS,IND,118,UNDER,C,-25.79,25.0,114.2,100.7,127.8,27.2,UNDER,127.8,HIT,OVER,100.7,HIT,Rule4_UnderExecution
893,2026-02-20,7:30 PM,NBA,LAC@LAL,LAC,122,LAL,125,247,228.0,+7.5,LAL,LAC,122,OVER,A,+6.75,5.5,110.2,98.1,122.4,24.2,OVER,98.1,HIT,UNDER,122.4,HIT,Rule1_UpsetClause
894,2026-02-20,7:30 PM,NBA,MIA@ATL,MIA,128,ATL,97,225,244.0,+3.5,MIA,ATL,97,UNDER,B,-53.66,16.6,120.2,109.8,130.8,21.0,UNDER,130.8,HIT,OVER,109.8,MISS,Rule4_UnderExecution
895,2026-02-20,7:30 PM,NBA,MIL@NOP,MIL,139,NOP,118,257,224.0,+4.5,NOP,MIL,139,UNDER,B,-32.20,13.0,109.8,98.2,121.2,23.0,UNDER,121.2,MISS,OVER,98.2,HIT,Rule1_UpsetClause
896,2026-02-20,7:30 PM,NBA,UTA@MEM,UTA,114,MEM,123,237,237.5,+2.5,MEM,UTA,114,OVER,C,+25.38,20.7,117.5,102.9,132.1,29.2,OVER,102.9,HIT,UNDER,132.1,HIT,Rule3_OverExecution
897,2026-02-21,7:00 PM,NBA,DET@CHI,DET,126,CHI,110,236,234.5,+10.5,DET,CHI,110,UNDER,A,-9.96,2.1,112.0,97.0,127.0,29.9,UNDER,127.0,HIT,OVER,97.0,HIT,Rule1_UpsetClause
898,2026-02-21,7:00 PM,NBA,HOU@NYK,HOU,106,NYK,108,214,220.5,+3.5,NYK,HOU,106,OVER,B,+22.90,16.6,108.5,98.0,119.0,21.0,OVER,98.0,HIT,UNDER,119.0,HIT,Rule3_OverExecution
899,2026-02-21,7:00 PM,NBA,MEM@MIA,MEM,120,MIA,136,256,238.0,+12.0,MIA,MEM,120,UNDER,A,-15.00,1.2,113.0,96.6,129.4,32.8,UNDER,129.4,HIT,OVER,96.6,HIT,Rule1_UpsetClause
900,2026-02-21,7:00 PM,NBA,ORL@PHX,ORL,110,PHX,113,223,218.5,+3.5,PHX,ORL,110,UNDER,B,-22.41,16.6,107.5,97.0,118.0,21.0,UNDER,118.0,HIT,OVER,97.0,HIT,Rule4_UnderExecution
901,2026-02-21,7:00 PM,NBA,PHI@NOP,PHI,111,NOP,126,237,235.0,+4.0,PHI,NOP,126,UNDER,B,-8.22,14.7,115.5,104.5,126.5,22.0,UNDER,126.5,HIT,OVER,104.5,HIT,Rule1_UpsetClause
